Time,Pi,dem
2020-01-02 02:05,147.31,0.0
2020-01-02 02:10,144.07,0.0
2020-01-02 02:15,142.28,0.0
2020-01-02 02:20,142.1,0.0
2020-01-02 02:25,141.14,0.0
2020-01-02 02:30,93.64,0.0
2020-01-02 02:35,93.35,0.0
2020-01-02 02:40,91.8,0.0
2020-01-02 02:45,91.8,0.0
2020-01-02 02:50,90.62,0.0
2020-01-02 02:55,89.91,0.0
2020-01-02 03:00,88.89,0.0
2020-01-02 03:05,88.89,0.0
2020-01-02 03:10,89.18,0.0
2020-01-02 03:15,88.89,0.0
2020-01-02 03:20,86.89,0.0
2020-01-02 03:25,86.49,0.0
2020-01-02 03:30,70.81,0.0
2020-01-02 03:35,70.74,0.0
2020-01-02 03:40,70.79,0.0
2020-01-02 03:45,70.79,0.0
2020-01-02 03:50,70.79,0.0
2020-01-02 03:55,70.78,0.0
2020-01-02 04:00,88.77,0.0
2020-01-02 04:05,89.91,0.0
2020-01-02 04:10,90.47,0.0
2020-01-02 04:15,90.47,0.0
2020-01-02 04:20,90.64,0.0
2020-01-02 04:25,90.64,0.0
2020-01-02 04:30,93.12,0.0
2020-01-02 04:35,94.27,0.0
2020-01-02 04:40,95.27,0.0
2020-01-02 04:45,98.91,0.0
2020-01-02 04:50,99.52,0.0
2020-01-02 04:55,109.65,0.0
2020-01-02 05:00,85.89,0.0
2020-01-02 05:05,90.47,0.0
2020-01-02 05:10,110.27,0.0
2020-01-02 05:15,110.4,0.0
2020-01-02 05:20,111.82,0.0
2020-01-02 05:25,111.88,0.0
2020-01-02 05:30,24.89,0.0
2020-01-02 05:35,30,0.0
2020-01-02 05:40,30,0.0
2020-01-02 05:45,68.85,0.0
2020-01-02 05:50,84.54,0.0
2020-01-02 05:55,99.65,0.0
2020-01-02 06:00,0.03,0.0
2020-01-02 06:05,79.12,0.0
2020-01-02 06:10,84.37,0.0
2020-01-02 06:15,97.41,0.0
2020-01-02 06:20,105.19,0.0
2020-01-02 06:25,109.78,0.0
2020-01-02 06:30,66.08,0.0
2020-01-02 06:35,76.97,0.0
2020-01-02 06:40,78.03,0.0
2020-01-02 06:45,78.12,0.0
2020-01-02 06:50,91.58,0.0
2020-01-02 06:55,92.16,0.0
2020-01-02 07:00,78.08,0.0
2020-01-02 07:05,81.11,0.0
2020-01-02 07:10,89.46,0.0
2020-01-02 07:15,104.86,0.0
2020-01-02 07:20,109.77,0.0
2020-01-02 07:25,123.87,0.0
2020-01-02 07:30,77.68,0.0
2020-01-02 07:35,79.35,0.0
2020-01-02 07:40,79.79,0.0
2020-01-02 07:45,83.08,0.0
2020-01-02 07:50,82.27,0.0
2020-01-02 07:55,93.17,0.0
2020-01-02 08:00,78.29,0.0
2020-01-02 08:05,91.77,0.0
2020-01-02 08:10,91.24,0.0
2020-01-02 08:15,97.47,0.0
2020-01-02 08:20,99.3,0.0
2020-01-02 08:25,100.9,0.0
2020-01-02 08:30,89.5,0.0
2020-01-02 08:35,90.08,0.0
2020-01-02 08:40,90.12,0.0
2020-01-02 08:45,90.12,0.0
2020-01-02 08:50,90.07,0.0
2020-01-02 08:55,89.5,0.0
2020-01-02 09:00,83.47,0.0
2020-01-02 09:05,86.91,0.0
2020-01-02 09:10,84.66,0.0
2020-01-02 09:15,84.55,0.0
2020-01-02 09:20,84.72,0.0
2020-01-02 09:25,85.26,0.0
2020-01-02 09:30,75.91,0.0
2020-01-02 09:35,70.94,0.0
2020-01-02 09:40,64.94,0.0
2020-01-02 09:45,64.91,0.0
2020-01-02 09:50,60.18,0.0
2020-01-02 09:55,55.74,0.0
2020-01-02 10:00,42.27,0.0
2020-01-02 10:05,39.76,0.0
2020-01-02 10:10,39.76,0.0
2020-01-02 10:15,39.76,0.0
2020-01-02 10:20,39.76,0.0
2020-01-02 10:25,40.39,0.0
2020-01-02 10:30,40.42,0.0
2020-01-02 10:35,41.26,0.0
2020-01-02 10:40,39.82,0.0
2020-01-02 10:45,39.63,0.0
2020-01-02 10:50,39.82,0.0
2020-01-02 10:55,39.82,0.0
2020-01-02 11:00,49.57,0.0
2020-01-02 11:05,49.59,0.0
2020-01-02 11:10,49.36,0.0
2020-01-02 11:15,49.37,0.0
2020-01-02 11:20,52.31,0.0
2020-01-02 11:25,49.38,0.0
2020-01-02 11:30,36.02,0.0
2020-01-02 11:35,36.02,0.0
2020-01-02 11:40,40.32,0.0
2020-01-02 11:45,40.31,0.0
2020-01-02 11:50,36.03,0.0
2020-01-02 11:55,36.02,0.0
2020-01-02 12:00,58.45,0.0
2020-01-02 12:05,58.64,0.0
2020-01-02 12:10,54.09,0.0
2020-01-02 12:15,57,0.0
2020-01-02 12:20,45.98,0.0
2020-01-02 12:25,44.92,0.0
2020-01-02 12:30,57.88,0.0
2020-01-02 12:35,57.75,0.0
2020-01-02 12:40,56.9,0.0
2020-01-02 12:45,56.96,0.0
2020-01-02 12:50,56.95,0.0
2020-01-02 12:55,57.02,0.0
2020-01-02 13:00,59.16,0.0
2020-01-02 13:05,59.16,0.0
2020-01-02 13:10,59.15,0.0
2020-01-02 13:15,59.16,0.0
2020-01-02 13:20,58.24,0.0
2020-01-02 13:25,56.83,0.0
2020-01-02 13:30,56.82,0.0
2020-01-02 13:35,56.8,0.0
2020-01-02 13:40,55.72,0.0
2020-01-02 13:45,55.72,0.0
2020-01-02 13:50,54.4,0.0
2020-01-02 13:55,55.7,0.0
2020-01-02 14:00,56.85,0.0
2020-01-02 14:05,28.79,0.0
2020-01-02 14:10,30.8,0.0
2020-01-02 14:15,58.37,0.0
2020-01-02 14:20,60.46,0.0
2020-01-02 14:25,59.22,0.0
2020-01-02 14:30,59.54,0.0
2020-01-02 14:35,59.54,0.0
2020-01-02 14:40,59.54,0.0
2020-01-02 14:45,62.42,0.0
2020-01-02 14:50,72.08,0.0
2020-01-02 14:55,71.92,0.0
2020-01-02 15:00,60.72,0.0
2020-01-02 15:05,66.03,0.0
2020-01-02 15:10,61.3,0.0
2020-01-02 15:15,66.05,0.0
2020-01-02 15:20,71.33,0.0
2020-01-02 15:25,73.28,0.0
2020-01-02 15:30,76.15,0.0
2020-01-02 15:35,76.15,0.0
2020-01-02 15:40,76.15,0.0
2020-01-02 15:45,76.15,0.0
2020-01-02 15:50,76.15,0.0
2020-01-02 15:55,76.15,0.0
2020-01-02 16:00,77.63,0.0
2020-01-02 16:05,77.68,0.0
2020-01-02 16:10,78.59,0.0
2020-01-02 16:15,80.76,0.0
2020-01-02 16:20,82.58,0.0
2020-01-02 16:25,78.87,0.0
2020-01-02 16:30,79.02,0.0
2020-01-02 16:35,78.63,0.0
2020-01-02 16:40,79.74,0.0
2020-01-02 16:45,79.02,0.0
2020-01-02 16:50,79.05,0.0
2020-01-02 16:55,80.51,0.0
2020-01-02 17:00,69.26,0.0
2020-01-02 17:05,70.17,0.0
2020-01-02 17:10,76.22,0.0
2020-01-02 17:15,79.52,0.0
2020-01-02 17:20,82.84,0.0
2020-01-02 17:25,83.86,0.0
2020-01-02 17:30,55.19,0.0
2020-01-02 17:35,60.55,0.0
2020-01-02 17:40,62.37,0.0
2020-01-02 17:45,63.15,0.0
2020-01-02 17:50,64.4,0.0
2020-01-02 17:55,63.15,0.0
2020-01-02 18:00,60.51,0.0
2020-01-02 18:05,58.76,0.0
2020-01-02 18:10,58.83,0.0
2020-01-02 18:15,59.08,0.0
2020-01-02 18:20,58.8,0.0
2020-01-02 18:25,59.67,0.0
2020-01-02 18:30,60.39,0.0
2020-01-02 18:35,58.77,0.0
2020-01-02 18:40,58.2,0.0
2020-01-02 18:45,58.24,0.0
2020-01-02 18:50,58.78,0.0
2020-01-02 18:55,58.78,0.0
2020-01-02 19:00,61.1,0.0
2020-01-02 19:05,60.55,0.0
2020-01-02 19:10,59.95,0.0
2020-01-02 19:15,54.01,0.0
2020-01-02 19:20,53.71,0.0
2020-01-02 19:25,48.91,0.0
2020-01-02 19:30,50.97,0.0
2020-01-02 19:35,53.9,0.0
2020-01-02 19:40,54.53,0.0
2020-01-02 19:45,54.21,0.0
2020-01-02 19:50,53.56,0.0
2020-01-02 19:55,53.56,0.0
2020-01-02 20:00,61.88,0.0
2020-01-02 20:05,61.88,0.0
2020-01-02 20:10,61.39,0.0
2020-01-02 20:15,61.4,0.0
2020-01-02 20:20,61.35,0.0
2020-01-02 20:25,61.35,0.0
2020-01-02 20:30,91.95,0.0
2020-01-02 20:35,90.77,0.0
2020-01-02 20:40,85.54,0.0
2020-01-02 20:45,91.47,0.0
2020-01-02 20:50,91.57,0.0
2020-01-02 20:55,91.57,0.0
2020-01-02 21:00,98.64,0.0
2020-01-02 21:05,95.33,0.0
2020-01-02 21:10,95.33,0.0
2020-01-02 21:15,93.55,0.0
2020-01-02 21:20,93.55,0.0
2020-01-02 21:25,92.2,0.0
2020-01-02 21:30,102.03,0.0
2020-01-02 21:35,99.15,0.0
2020-01-02 21:40,99.69,0.0
2020-01-02 21:45,97.89,0.0
2020-01-02 21:50,96,0.0
2020-01-02 21:55,91.62,0.0
2020-01-02 22:00,92.31,0.0
2020-01-02 22:05,84.39,0.0
2020-01-02 22:10,79.08,0.0
2020-01-02 22:15,78.67,0.0
2020-01-02 22:20,74.01,0.0
2020-01-02 22:25,61.88,0.0
2020-01-02 22:30,112.44,0.0
2020-01-02 22:35,100.11,0.0
2020-01-02 22:40,89.98,0.0
2020-01-02 22:45,85.63,0.0
2020-01-02 22:50,85.27,0.0
2020-01-02 22:55,84.48,0.0
2020-01-02 23:00,112.42,0.0
2020-01-02 23:05,101.29,0.0
2020-01-02 23:10,90.85,0.0
2020-01-02 23:15,90.28,0.0
2020-01-02 23:20,87.98,0.0
2020-01-02 23:25,84.95,0.0
2020-01-02 23:30,98.48,0.0
2020-01-02 23:35,90.17,0.0
2020-01-02 23:40,87.31,0.0
2020-01-02 23:45,84.92,0.0
2020-01-02 23:50,81.45,0.0
2020-01-02 23:55,73.03,0.0
